u_id,q_id,kapr_question,timestamp
3003,100,0.027190563725490557,1521575375
3003,217,0.9259259259259258,1521575252
3004,109,0.061274509803921795,1521575777
3004,129,0.07826278659611992,1521575309
3004,138,0.5029616013071898,1521575753
3004,140,0.672043010752688,1521575649
3004,151,0.833333333333333,1521575829
3004,163,3.3838677131292627e-4,1521575872
3004,175,0.5824372759856624,1521575769
3004,211,0.03173267062155993,1521575858
3004,23,1.1589714714714723,1521575601
3004,26,0.2502042483660132,1521575359
3004,260,0.430689102564104,1521575949
3004,265,0.5340501792114694,1521576012
3004,269,0.0010599511773223824,1521575443
3004,290,0.8524397413286293,1521575512
3004,311,0.3196022727272725,1521575889
3004,316,0.8875234681686297,1521575566
3004,32,0.586419753086421,1521575902
3004,340,0.9074745034889933,1521575991
3004,69,0.4208754208754204,1521575580
3004,77,0.3975095785440619,1521575972
3004,86,0.6386408730158726,1521575688
3004,94,0.7335257335257337,1521575784
3007,114,0.9011627906976756,1521575715
3007,130,0.24890481879729226,1521575246
3007,133,0.46515918195234995,1521575668
3007,142,0.8357699805068224,1521575587
3007,156,0.8293972109761594,1521575742
3007,169,1.1190334719746478,1521575679
3007,216,0.032687991021322915,1521575754
3007,22,0.5642361111111116,1521575527
3007,259,0.5612148651197906,1521575822
3007,261,0.4060195779303335,1521575850
3007,270,0.16037581699346437,1521575286
3007,29,0.5344742063492054,1521575271
3007,299,1.314484126984127,1521575401
3007,31,0.5699855699855689,1521575783
3007,314,2.170698924731183,1521575395
3007,338,0.10401026026026017,1521575837
3007,352,0.5125661375661386,1521575627
3007,70,1.1190334719746486,1521575436
3007,85,0.6479603335587107,1521575617
3007,93,0.432098765432098,1521575726
3008,103,0.2930402930402938,1521575855
3008,131,0.29090393075067417,1521575416
3008,134,0.6714665032679719,1521575819
3008,141,0.7996632996632984,1521575678
3008,151,0.8333333333333321,1521575905
3008,160,0.1577840112201958,1521575953
3008,18,0.5344742063492065,1521575615
3008,183,1.234567901234568,1521575784
3008,215,0.8333333333333339,1521575934
3008,222,0.11574074074073959,1521575640
3008,229,0.16835016835016958,1521576031
3008,244,0.6203337725076858,1521575708
3008,255,1.0984023238925182,1521576042
3008,26,0.5872140522875817,1521575466
3008,262,0.8417508417508426,1521576106
3008,300,0.7692307692307695,1521575560
3008,31,0.16113516113516013,1521575985
3008,311,0.25015782828282873,1521575978
3008,315,1.2203447687318651,1521575583
3008,342,1.0443722943722928,1521576082
3008,352,0.5125661375661377,1521575756
3008,72,0.02042483660130756,1521575602
3008,84,0.6779813218390807,1521576069
3008,89,0.7282021604938267,1521575733
3008,94,2.531581478955047e-4,1521575875
3009,113,0.09689922480620083,1521575624
3009,132,0.02104377104377104,1521575138
3009,138,0.5029616013071898,1521575589
3009,142,1.977231596623774e-4,1521575455
3009,156,0.8293972109761585,1521575663
3009,158,3.193227278597277e-4,1521575705
3009,178,0.7243130227001195,1521575605
3009,206,0.03255208333333304,1521575692
3009,240,0.17921146953405032,1521575734
3009,260,3.893562802304018e-4,1521575739
3009,261,0.4060195779303353,1521575781
3009,29,0.5344742063492067,1521575220
3009,299,0.21494708994709,1521575357
3009,308,0.0012249196190499134,1521575710
3009,321,0.3074220465524815,1521575378
3009,331,1.471984805318138,1521575514
3009,341,0.0595238095238102,1521575769
3009,35,0.30940030940030905,1521575715
3009,350,1.041666666666667,1521575528
3009,367,0.34552015250544665,1521575275
3009,64,0.2042483660130725,1521575297
3009,73,0.5002986857825551,1521575745
3009,86,0.5456349206349207,1521575504
3009,94,0.6517556517556526,1521575638
3010,134,0.16595179738562127,1521575393
3010,155,0.14619883040935644,1521575449
3010,194,0.985663082437276,1521575096
3010,223,0.7309941520467835,1521575288
3010,235,0.8169934640522882,1521575532
3010,255,0.27233115468409697,1521575544
3010,264,0.5971170033670035,1521575571
3010,31,0.5699855699855698,1521575486
3010,347,0.13440860215053796,1521575561
3010,371,0.2663352272727272,1521575155
3010,69,0.42087542087542107,1521575244
3010,90,0.7407407407407414,1521575322
3010,96,0.6331699346405224,1521575418
3011,100,0.5872140522875817,1521575602
3011,114,1.3032945736434103,1521575571
3011,131,0.09578544061302681,1521575131
3011,135,0.5029616013071889,1521575545
3011,14,2.572300850158804e-4,1521575347
3011,142,0.9186159844054584,1521575405
3011,155,0.36549707602339154,1521575629
3011,159,0.0801282051282044,1521575658
3011,207,0.7610830527497203,1521575644
3011,217,0.05144032921810693,1521575384
3011,259,0.5612148651197906,1521575723
3011,264,0.597117003367007,1521575752
3011,271,0.5481055768412091,1521575219
3011,29,0.5344742063492061,1521575151
3011,297,0.9722222222222223,1521575302
3011,31,0.5699855699855689,1521575680
3011,329,1.27840909090909,1521575425
3011,349,0.9784469343292859,1521575742
3011,357,0.916450075806801,1521575464
3011,364,0.987200435729847,1521575183
3011,39,0.862068965517242,1521575619
3011,72,0.23643295702119227,1521575327
3011,81,0.5872140522875817,1521575730
3011,87,0.4423436041083111,1521575439
4001,100,0.5029616013071889,1521575446
4001,114,0.13404392764857986,1521575460
4001,14,0.375744047619048,1521575329
4001,142,1.3053467000867514e-4,1521575374
4001,155,0.14619883040935644,1521575527
4001,177,1.3425925925925921,1521575470
4001,217,1.0185185185185188,1521575349
4001,251,0.7977207977207978,1521575386
4001,297,0.5,1521575265
4001,357,0.43182802685726696,1521575417
4001,54,0.010540674603174871,1521575497
4001,72,0.2067241037829276,1521575303
4002,112,0.15432098765432123,1521575707
4002,140,0.8960573476702508,1521575568
4002,230,0.6944444444444446,1521575828
4002,349,0.06127450980392046,1521575912
4002,354,0.01188747103779808,1521575645
4002,41,1.1904761904761902,1521575757
4002,86,0.35962301587301593,1521575624
4003,100,0.027190563725490335,1521575384
4003,110,0.009957874541207001,1521575393
4003,156,0.7216224321487479,1521575480
4003,201,0.8960573476702509,1521575112
4003,23,0.5114489489489489,1521575199
4003,299,0.6696428571428574,1521575166
4003,355,0.6105743424584005,1521575324
4003,371,0.4261363636363636,1521575048
4003,63,0.025793650793651257,1521575077
4003,68,0.12757786195286203,1521575216
4003,88,0.6349206349206349,1521575315
4004,123,0.6839225589225588,1521575795
4004,129,0.7826278659611993,1521575734
4004,204,0.8680555555555555,1521575735
4004,240,0.007467144563918282,1521575871
4004,26,0.4212622549019609,1521575735
4004,260,0.0021337807907775286,1521575869
4004,269,0.3968253968253972,1521575736
4004,279,0.4830917874396148,1521575796
4004,290,0.8524397413286291,1521575796
4004,368,0.38580246913580263,1521575737
4004,62,0.04960317460317398,1521575739
4004,69,0.2104377104377111,1521575801
4004,77,2.2479478902859285e-4,1521575875
4005,133,1.3216845878136207,1521575553
4005,144,0.6593231162196677,1521575433
4005,22,0.5642361111111109,1521575381
4005,25,0.22522522522522523,1521575189
4005,259,0.20750801735521662,1521575651
4005,262,0.1924001924001928,1521575682
4005,268,2.477070434550033e-4,1521575251
4005,348,2.3619742325386994e-4,1521575663
4005,35,0.3094003094003095,1521575620
4005,351,0.6290979975190507,1521575492
4005,89,0.15432098765432078,1521575472
4006,113,0.3649870801033599,1521576080
4006,131,0.09578544061302681,1521575272
4006,134,0.16595179738562038,1521576038
4006,139,2.0163581638665828e-4,1521575767
4006,156,0.17993702204228557,1521576265
4006,215,0.06313131313131337,1521576339
4006,217,0.05144032921810693,1521575702
4006,22,2.5381741390484436e-4,1521575666
4006,25,0.22522522522522542,1521575321
4006,270,2.300840781815916e-4,1521575349
4006,290,3.640182518753754e-4,1521575511
4006,346,0.08954266766766761,1521576562
4006,35,0.22977522977522957,1521576396
4006,350,0.14880952380952428,1521575856
4006,47,0.11904761904761951,1521575995
4006,69,0.42087542087542107,1521575611
4006,79,2.718214335772906e-4,1521576609
4006,87,0.12021475256769398,1521575843
4006,99,2.4229964890354339e-4,1521576194
4007,114,0.163921188630491,1521575528
4007,133,0.46515918195235084,1521575496
4007,142,0.9186159844054571,1521575342
4007,223,0.04061078622482106,1521575329
4007,261,0.40601957793033305,1521575706
4007,29,0.5344742063492058,1521575061
4007,299,0.45469576719576743,1521575209
4007,352,0.5125661375661381,1521575403
4007,85,0.6479603335587112,1521575422
4007,93,2.4229964890487565e-4,1521575514
4008,131,0.09578544061302681,1521575171
4008,141,1.9252455608831376e-4,1521575514
4008,18,2.572300850163245e-4,1521575470
4008,215,0.0957491582491583,1521575750
4008,262,0.19240019240019235,1521575892
4008,268,0.8907004830917881,1521575295
4008,31,0.16113516113516102,1521575800
4008,315,0.887523468168629,1521575435
4008,84,2.1788901690777962e-4,1521575862
4008,89,0.15432098765432145,1521575553
4008,94,0.6517556517556518,1521575694
4009,132,0.40772306397306324,1521574865
4009,142,1.3053467000867514e-4,1521575077
4009,200,1.0942760942760943,1521574905
4009,221,0.6734006734006739,1521575047
4009,242,0.9432182607055268,1521575105
4009,29,0.5344742063492065,1521574927
4009,299,0.8597883597883595,1521574989
4009,72,0.23643295702119227,1521575018
4010,110,0.07882882882882836,1521575710
4010,132,0.2985585016835016,1521575197
4010,134,0.6714665032679745,1521575672
4010,150,2.0403417628989118e-4,1521575552
4010,155,0.21929824561403422,1521575758
4010,17,2.777061116847612e-4,1521575482
4010,205,0.030860692625398478,1521575775
4010,223,0.5847953216374262,1521575516
4010,255,0.2723311546840961,1521575871
4010,27,0.15835496230379476,1521575259
4010,270,2.3008407818136956e-4,1521575275
4010,299,0.7771164021164023,1521575394
4010,31,0.16113516113516102,1521575811
4010,325,1.0141093474426803,1521575424
4010,347,0.2563719633612118,1521575932
4010,352,0.5125661375661372,1521575617
4010,69,0.3367003367003374,1521575461
4010,78,2.0442133791398476e-4,1521575903
4010,90,0.4166666666666674,1521575583
4010,96,2.459130653758024e-4,1521575733
4011,100,0.027190563725490335,1521576709
4011,114,0.16392118863049188,1521576692
4011,131,0.29090393075067417,1521575850
4011,135,0.16595179738562038,1521576439
4011,14,2.572300850167686e-4,1521576148
4011,142,0.8357699805068219,1521576329
4011,194,0.8960573476702505,1521575929
4011,217,0.051440329218106484,1521576164
4011,271,2.984563583146027e-4,1521575963
4011,297,0.9722222222222223,1521576081
4011,329,1.2784090909090913,1521576354
4011,357,0.08799003682044582,1521576391
4011,54,0.010540674603174871,1521576417
4011,62,0.04960317460317443,1521576013
4011,72,0.12378688849277086,1521576124
4011,87,0.4423436041083111,1521576373
4012,112,0.3182870370370381,1521575236
4012,124,0.7287933094384704,1521574973
4012,127,0.29239766081871343,1521574865
4012,14,2.572300850167686e-4,1521575018
4012,140,2.1385616889535441e-4,1521575085
4012,151,2.1499828001392274e-4,1521575295
4012,185,0.27777777777777857,1521575155
4012,208,0.11261261261261257,1521575316
4012,221,0.9259259259259252,1521575050
4012,276,2.6143280170731753e-4,1521574922
4012,29,0.5344742063492065,1521574894
4012,337,1.3820806100217857,1521575106
4012,354,0.8003510045993707,1521575125
4012,81,2.010798352758414e-4,1521575390
4012,86,0.5456349206349205,1521575115
4012,93,2.4229964890398747e-4,1521575255
