u_id,q_id,choice,confidence,user_answer,attention,q_answer,q_type,grade,sample,kapr_question,timestamp,total_kapr_from_questions
4008,215,1,3,0,FALSE,0,22,1,8,0.0957491582491583,1521575750,252.83769031917825
4008,160,6,3,1,FALSE,0,18,0,8,0,NA,252.83769031917825
4008,311,1,3,0,FALSE,0,31,1,8,0,NA,252.83769031917825
4008,31,5,2,1,TRUE,0,4,0,8,0.16113516113516102,1521575800,252.83769031917825
4008,229,6,3,1,FALSE,1,24,1,8,0,NA,252.83769031917825
4008,255,1,3,0,FALSE,0,26,1,8,0,NA,252.83769031917825
4008,84,2,2,0,FALSE,0,9,1,8,2.1788901690777962e-4,1521575862,252.83769031917825
4008,342,2,2,0,FALSE,0,34,1,8,0,NA,252.83769031917825
4008,3,6,3,1,FALSE,1,1,1,8,0,NA,252.83769031917825
4008,262,3,1,0,FALSE,1,27,0,8,0.19240019240019235,1521575892,252.83769031917825
2003,130,1,3,0,FALSE,0,14,1,3,0,NA,252.83769031917825
2003,201,5,2,1,FALSE,1,21,1,3,0.985663082437276,1521574869,252.83769031917825
2003,25,4,1,1,TRUE,1,3,1,3,0,NA,252.83769031917825
2003,274,1,3,0,FALSE,0,28,1,3,0,NA,252.83769031917825
2003,371,5,2,1,FALSE,1,36,1,3,0.42613636363636365,1521574934,252.83769031917825
2003,63,5,2,1,FALSE,1,7,1,3,0,NA,252.83769031917825
2003,120,1,3,0,FALSE,0,13,1,3,1.0020908004778972,1521574968,252.83769031917825
2003,283,6,3,1,FALSE,1,29,1,3,0,NA,252.83769031917825
2003,299,3,1,0,FALSE,0,30,1,3,0.6696428571428572,1521575007,252.83769031917825
2003,319,1,3,0,FALSE,0,32,1,3,3.063132434548699e-4,1521575045,252.83769031917825
2003,68,5,2,1,FALSE,0,8,0,3,0.2130681818181821,1521575051,252.83769031917825
2003,23,6,3,1,FALSE,1,2,1,3,0.5923892642642641,1521575070,252.83769031917825
2003,217,1,3,0,FALSE,1,23,0,3,1.018518518518519,1521575093,252.83769031917825
2003,141,1,3,0,FALSE,0,16,1,3,1.5256734006733996,1521575107,252.83769031917825
2003,247,1,3,0,FALSE,0,25,1,3,2.759230113911215e-4,1521575117,252.83769031917825
2003,326,6,3,1,FALSE,1,33,1,3,1.0889292196007263,1521575126,252.83769031917825
2003,88,6,3,1,FALSE,1,10,1,3,0.8134920634920633,1521575134,252.83769031917825
2003,355,2,2,0,FALSE,1,35,0,3,1.6002415458937218,1521575148,252.83769031917825
2003,190,1,3,0,FALSE,0,20,1,3,2.455250392827679e-4,1521575199,252.83769031917825
2003,53,5,2,1,FALSE,1,6,1,3,0.05005005005005003,1521575208,252.83769031917825
2003,137,4,1,1,FALSE,1,15,1,3,1.2884207737148916,1521575218,252.83769031917825
2003,180,1,3,0,FALSE,0,19,1,3,1.6196447230929998,1521575245,252.83769031917825
2003,110,1,3,0,FALSE,1,12,0,3,0.16188063063063218,1521575257,252.83769031917825
2003,100,4,1,1,FALSE,1,11,1,3,0.5872140522875817,1521575272,252.83769031917825
2003,40,6,3,1,FALSE,1,5,1,3,0.8620689655172402,1521575314,252.83769031917825
2003,156,5,2,1,FALSE,1,17,1,3,1.5510196431249028,1521575323,252.83769031917825
2003,212,1,3,0,FALSE,0,22,1,3,1.5580618212197201,1521575336,252.83769031917825
2003,162,1,3,0,FALSE,0,18,1,3,3.072943221908986e-4,1521575352,252.83769031917825
2003,307,1,3,0,FALSE,0,31,1,3,0.0011721435283824633,1521575355,252.83769031917825
2003,31,4,1,1,TRUE,0,4,0,3,1.1423761423761434,1521575361,252.83769031917825
2003,234,4,1,1,FALSE,1,24,1,3,1.1904761904761934,1521575401,252.83769031917825
2003,260,1,3,0,FALSE,0,26,1,3,3.893562802268491e-4,1521575419,252.83769031917825
2003,83,6,3,1,FALSE,0,9,0,3,1.3425925925925917,1521575422,252.83769031917825
2003,339,1,3,0,FALSE,0,34,1,3,0.9415584415584455,1521575433,252.83769031917825
2003,1,6,3,1,TRUE,1,1,1,3,0,NA,252.83769031917825
2003,264,5,2,1,FALSE,1,27,1,3,0.5971170033670035,1521575449,252.83769031917825
2004,129,2,2,0,FALSE,0,14,1,4,0.13723544973544927,1521574948,252.83769031917825
2004,204,5,2,1,FALSE,1,21,1,4,0.8680555555555554,1521574969,252.83769031917825
2004,26,5,2,1,FALSE,1,3,1,4,0.16595179738562105,1521574980,252.83769031917825
2004,269,2,2,0,FALSE,0,28,1,4,2.828706008151105e-4,1521575e3,252.83769031917825
2004,368,5,2,1,FALSE,1,36,1,4,0,NA,252.83769031917825
2004,62,2,2,0,FALSE,1,7,0,4,0.04960317460317465,1521575026,252.83769031917825
2004,123,2,2,0,FALSE,0,13,1,4,0.30114041335923436,1521575055,252.83769031917825
2004,279,3,1,0,FALSE,1,29,0,4,1.609488582716864,1521575072,252.83769031917825
2004,290,5,2,1,FALSE,0,30,0,4,13.24927525958335,1521575098,252.83769031917825
2004,316,2,2,0,FALSE,0,32,1,4,3.2901984514887666,1521575145,252.83769031917825
2004,69,2,2,0,FALSE,0,8,1,4,11.505681818181817,1521575157,252.83769031917825
2004,23,2,2,0,FALSE,1,2,0,4,0.5116995381604497,1521575168,252.83769031917825
2004,218,5,2,1,FALSE,1,23,1,4,0.8730158730158699,1521575210,252.83769031917825
2004,140,2,2,0,FALSE,0,16,1,4,2.1953405017921206,1521575222,252.83769031917825
2004,245,2,2,0,FALSE,0,25,1,4,1.410847606499786,1521575245,252.83769031917825
2004,336,5,2,1,FALSE,1,33,1,4,0,NA,252.83769031917825
2004,86,5,2,1,FALSE,1,10,1,4,0.35962301587301937,1521575260,252.83769031917825
2004,359,5,2,1,FALSE,1,35,1,4,0.6680420473523938,1521575266,252.83769031917825
2004,188,2,2,0,FALSE,0,20,1,4,-0.7575757575757507,1521575293,252.83769031917825
2004,51,5,2,1,FALSE,1,6,1,4,0.510481155642438,1521575303,252.83769031917825
2004,138,5,2,1,FALSE,1,15,1,4,1.3454861111111214,1521575309,252.83769031917825
2004,175,2,2,0,FALSE,0,19,1,4,0.8064516129032242,1521575323,252.83769031917825
2004,109,5,2,1,FALSE,1,12,1,4,0.4243095087497366,1521575329,252.83769031917825
2004,94,5,2,1,FALSE,1,11,1,4,0.733525733525731,1521575344,252.83769031917825
2004,240,5,2,1,FALSE,1,24,1,4,1.6129032258064484,1521575357,252.83769031917825
2004,260,2,2,0,FALSE,0,26,1,4,0.021701388888892836,1521575370,252.83769031917825
2004,77,5,2,1,FALSE,0,9,0,4,-0.06944444444444287,1521575384,252.83769031917825
2004,340,2,2,0,FALSE,0,34,1,4,0.9769189479334344,1521575392,252.83769031917825
2004,4,5,2,1,FALSE,1,1,1,4,0,NA,252.83769031917825
2004,265,5,2,1,FALSE,1,27,1,4,-0.8100181711292791,1521575406,252.83769031917825
2004,39,5,2,1,FALSE,1,5,1,4,0,NA,252.83769031917825
2004,151,2,2,0,FALSE,1,17,0,4,0.8413154533844178,1521575376,252.83769031917825
2004,211,1,3,0,FALSE,0,22,1,4,1.3758010209623137,1521575398,252.83769031917825
2004,163,2,2,0,FALSE,0,18,1,4,0,NA,252.83769031917825
2004,311,1,3,0,FALSE,0,31,1,4,0,NA,252.83769031917825
2004,32,2,2,0,FALSE,0,4,1,4,1.4747007108118169,1521575467,252.83769031917825
4005,129,2,2,0,FALSE,0,14,1,5,0,NA,252.83769031917825
4005,194,5,2,1,FALSE,1,21,1,5,0,NA,252.83769031917825
4005,25,5,2,1,TRUE,1,3,1,5,0.22522522522522523,1521575189,252.83769031917825
4005,268,3,1,0,FALSE,0,28,1,5,2.477070434550033e-4,1521575251,252.83769031917825
4005,367,5,2,1,FALSE,1,36,1,5,0,NA,252.83769031917825
4005,65,5,2,1,FALSE,1,7,1,5,0,NA,252.83769031917825
4005,122,1,3,0,FALSE,0,13,1,5,0,NA,252.83769031917825
