uid,type,value,timestamp,extra
3003,open_cell,50055-1-1,1521574885,url:/tutorial/clickable/practice
3003,kapr,7.0911319073083785,1521574885,id:50055-1-1|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50055-1-2,1521574886,url:/tutorial/clickable/practice
3003,kapr,17.535650623885918,1521574887,id:50055-1-2|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50055-1-3,1521574888,url:/tutorial/clickable/practice
3003,kapr,23.507130124777184,1521574889,id:50055-1-3|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50055-1-4,1521574891,url:/tutorial/clickable/practice
3003,kapr,24.253565062388592,1521574891,id:50055-1-4|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50055-1-5,1521574892,url:/tutorial/clickable/practice
3003,kapr,25,1521574892,id:50055-1-5|new_mode:full|url:/tutorial/clickable/practice
3003,answer,p50055a6,1521574910182,
3003,open_cell,50056-1-3,1521574916,url:/tutorial/clickable/practice
3003,kapr,31.166982922201136,1521574916,id:50056-1-3|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50056-1-4,1521574917,url:/tutorial/clickable/practice
3003,kapr,31.937855787476277,1521574917,id:50056-1-4|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50056-1-5,1521574918,url:/tutorial/clickable/practice
3003,kapr,32.708728652751425,1521574918,id:50056-1-5|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50056-1-0,1521574921,url:/tutorial/clickable/practice
3003,kapr,40.41745730550284,1521574921,id:50056-1-0|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50056-1-1,1521574923,url:/tutorial/clickable/practice
3003,kapr,45.81356736242884,1521574923,id:50056-1-1|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50056-1-2,1521574925,url:/tutorial/clickable/practice
3003,kapr,46.91650853889943,1521574925,id:50056-1-2|new_mode:partial|url:/tutorial/clickable/practice
3003,open_cell,50056-1-2,1521574927,url:/tutorial/clickable/practice
3003,kapr,50,1521574927,id:50056-1-2|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50056-1-2,1521574928,url:/tutorial/clickable/practice
3003,answer,p50056a1,1521574941192,
3003,open_cell,50057-1-0,1521574943,url:/tutorial/clickable/practice
3003,kapr,52.083333333333336,1521574943,id:50057-1-0|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50057-1-2,1521574945,url:/tutorial/clickable/practice
3003,kapr,55.833333333333336,1521574945,id:50057-1-2|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50057-1-3,1521574947,url:/tutorial/clickable/practice
3003,kapr,59.166666666666664,1521574947,id:50057-1-3|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50057-1-4,1521574948,url:/tutorial/clickable/practice
3003,kapr,69.16666666666667,1521574949,id:50057-1-4|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50057-1-5,1521574949,url:/tutorial/clickable/practice
3003,kapr,70,1521574949,id:50057-1-5|new_mode:full|url:/tutorial/clickable/practice
3003,open_cell,50057-1-1,1521574952,url:/tutorial/clickable/practice
3003,kapr,72.50000000000001,1521574952,id:50057-1-1|new_mode:partial|url:/tutorial/clickable/practice
3003,answer,p50057a5,1521574975131,
3003,answer,p50058a5,1521574987220,
3003,answer,p50055a5,1521575005724,
3003,answer,p50056a4,1521575018186,
3003,answer,p50057a3,1521575023247,
3003,answer,p50058a3,1521575024073,
3003,jumping,/tutorial/clickable/practice,1521575025,url:/tutorial/clickable/practice
3003,final_answer,p50055a5,1521575025,url:/tutorial/clickable/practice
3003,final_answer,p50056a4,1521575025,url:/tutorial/clickable/practice
3003,final_answer,p50057a3,1521575025,url:/tutorial/clickable/practice
3003,final_answer,p50058a3,1521575025,url:/tutorial/clickable/practice
3003,main_section_start,1521575056,1521575056,url:/record_linkage
3003,answer,p130a3,1521575097781,
3003,answer,p201a3,1521575111930,
3003,answer,p25a6,1521575116780,
3003,answer,p63a6,1521575129875,
3003,answer,p371a6,1521575142533,
3003,answer,p274a5,1521575153001,
3003,next_page,/record_linkage,1521575154,url:/record_linkage
3003,final_answer,p130a3,1521575154,url:/record_linkage
3003,final_answer,p201a3,1521575154,url:/record_linkage
3003,final_answer,p25a6,1521575154,url:/record_linkage
3003,final_answer,p274a5,1521575154,url:/record_linkage
3003,final_answer,p371a6,1521575154,url:/record_linkage
3003,final_answer,p63a6,1521575154,url:/record_linkage
3003,answer,p23a6,1521575177,url:/record_linkage
3003,answer,p120a4,1521575181,url:/record_linkage
3003,answer,p283a6,1521575189,url:/record_linkage
3003,answer,p299a4,1521575197,url:/record_linkage
3003,answer,p299a3,1521575198,url:/record_linkage
3003,answer,p319a1,1521575203,url:/record_linkage
3003,answer,p68a5,1521575205,url:/record_linkage
3003,next_page,/record_linkage,1521575206,url:/record_linkage
3003,final_answer,p120a4,1521575206,url:/record_linkage
3003,final_answer,p283a6,1521575206,url:/record_linkage
3003,final_answer,p299a3,1521575206,url:/record_linkage
3003,final_answer,p319a1,1521575206,url:/record_linkage
3003,final_answer,p68a5,1521575206,url:/record_linkage
3003,final_answer,p23a6,1521575206,url:/record_linkage
3003,answer,p88a6,1521575243,url:/record_linkage
3003,answer,p326a2,1521575248,url:/record_linkage
3003,open_cell,217-1-0,1521575252,url:/record_linkage
3003,kapr,0.9259259259259258,1521575252,id:217-1-0|new_mode:full|url:/record_linkage
3003,answer,p217a6,1521575260,url:/record_linkage
3003,answer,p141a2,1521575271,url:/record_linkage
3003,answer,p247a1,1521575274,url:/record_linkage
3003,answer,p326a5,1521575296,url:/record_linkage
3003,answer,p355a2,1521575320,url:/record_linkage
3003,next_page,/record_linkage,1521575320,url:/record_linkage
3003,final_answer,p217a6,1521575320,url:/record_linkage
3003,final_answer,p141a2,1521575320,url:/record_linkage
3003,final_answer,p247a1,1521575320,url:/record_linkage
3003,final_answer,p326a5,1521575320,url:/record_linkage
3003,final_answer,p88a6,1521575320,url:/record_linkage
3003,final_answer,p355a2,1521575320,url:/record_linkage
3003,answer,p53a6,1521575339,url:/record_linkage
3003,answer,p190a1,1521575343,url:/record_linkage
3003,answer,p137a1,1521575352,url:/record_linkage
3003,answer,p180a1,1521575356,url:/record_linkage
3003,answer,p110a2,1521575363,url:/record_linkage
3003,open_cell,100-1-0,1521575375,url:/record_linkage
3003,kapr,0.9531164896514164,1521575375,id:100-1-0|new_mode:partial|url:/record_linkage
3003,answer,p100a3,1521575379,url:/record_linkage
3003,next_page,/record_linkage,1521575379,url:/record_linkage
3003,final_answer,p190a1,1521575379,url:/record_linkage
3003,final_answer,p53a6,1521575379,url:/record_linkage
3003,final_answer,p137a1,1521575379,url:/record_linkage
3003,final_answer,p180a1,1521575379,url:/record_linkage
3003,final_answer,p110a2,1521575379,url:/record_linkage
3003,final_answer,p100a3,1521575379,url:/record_linkage
3003,answer,p31a6,1521575389,url:/record_linkage
3003,answer,p307a1,1521575392,url:/record_linkage
3003,answer,p40a5,1521575403,url:/record_linkage
